Time,Target Position,Current Position
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=40161419)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=72107480)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=103664687)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=135702647)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=167641307)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=199528495)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=231568022)",2100.0,2185
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=263682037)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=295624060)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=327588262)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=359628338)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=391671666)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=423506270)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=455959106)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=487423011)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=519485914)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=551597326)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=583656446)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=615494945)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=647397857)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=679563400)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=711426331)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=743461625)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=775747673)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=807657431)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=839550755)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=871537098)",2100.0,2184
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=903605167)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=935522403)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=967553454)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659887, nanosec=999578894)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=31921297)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=63654633)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=95187473)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=127349285)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=159594174)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=190814210)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=222859243)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=255124225)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=287152620)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=319723271)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=351108223)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=383051655)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=415076883)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=447221502)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=479373016)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=511027651)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=543312621)",2100.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=574932204)",2500.0,2183
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=606680292)",2500.0,2225
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=638740062)",2500.0,2320
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=671393375)",2500.0,2414
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=703436244)",2500.0,2478
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=735687428)",2500.0,2498
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=767354650)",2500.0,2493
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=799449473)",2500.0,2492
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=831496085)",2500.0,2502
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=863450168)",2500.0,2518
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=895508535)",2500.0,2526
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=927582630)",2500.0,2526
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=959556383)",2500.0,2524
"builtin_interfaces.msg.Time(sec=1702659888, nanosec=991796023)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=24242317)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=55749857)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=87318286)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=119253266)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=151266920)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=183267516)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=215272970)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=247909954)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=279436181)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=311297982)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=343514106)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=375516682)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=407350426)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=439614420)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=471911324)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=503564591)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=535693190)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=567606263)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=599334591)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=631270604)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=663415951)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=695318719)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=727290314)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=759464197)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=791241284)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=823349891)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=855648697)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=887343565)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=919489557)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=951494677)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659889, nanosec=983395494)",2500.0,2524
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=16124977)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=47919536)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=79567630)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=111645451)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=143286723)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=175264549)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=207392519)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=239257399)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=271421605)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=302523659)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=334549078)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=366548316)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=398552580)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=430424387)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=462493686)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=495374034)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=527263770)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=559208191)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=591197056)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=623348272)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=655488694)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=687121761)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=719437620)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=751324090)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=783557520)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=815700688)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=847106234)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=879482823)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=911538410)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=943453692)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659890, nanosec=975429730)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=7422521)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=39470929)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=71888534)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=103694087)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=135690420)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=167436389)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=199786933)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=231586347)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=263404158)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=295318841)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=327303923)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=359362970)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=391373654)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=423405159)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=455426963)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=487388868)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=519310184)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=551316182)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=583370188)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=615364065)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=647414861)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=679317995)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=711321569)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=743355004)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=775441443)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=807639150)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=839323244)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=871368348)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=903356297)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=935283742)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=967269679)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659891, nanosec=999182475)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=31185920)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=63181424)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=95307278)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=127316050)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=159277101)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=191343371)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=223204094)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=255268171)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=287425737)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=319447935)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=351431348)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=383312611)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=415450790)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=447027113)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=479069303)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=511167650)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=543244448)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=575231240)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=607295073)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=639245410)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=671169201)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=703159747)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=735151539)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=767216378)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=799151249)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=831166090)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=863203744)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=895269714)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=927311206)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=958999060)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659892, nanosec=990881758)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=23067782)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=55184777)",2500.0,2524
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=86501788)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=118554037)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=151132979)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=183284455)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=215397856)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=247246543)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=279699310)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=310788286)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=342430251)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=374428359)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=406428514)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=438409970)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=470378885)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=502430661)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=534365273)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=566664319)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=598765977)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=630718978)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=662739294)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=694380908)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=726440213)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=758301179)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=790489598)",2500.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=822374987)",3000.0,2525
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=854281941)",3000.0,2564
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=887053588)",3000.0,2659
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=919220351)",3000.0,2762
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=950850251)",3000.0,2855
"builtin_interfaces.msg.Time(sec=1702659893, nanosec=983300966)",3000.0,2920
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=15383785)",3000.0,2953
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=47352640)",3000.0,2958
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=79284045)",3000.0,2956
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=111161546)",3000.0,2961
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=143225919)",3000.0,2974
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=175121244)",3000.0,2991
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=207168747)",3000.0,2998
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=239105335)",3000.0,2995
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=271187967)",3000.0,2992
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=303158358)",3000.0,2994
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=335345135)",3000.0,3000
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=367258572)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=399349424)",3000.0,2999
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=431710390)",3000.0,2997
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=463169402)",3000.0,3000
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=495157385)",3000.0,3005
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=526819463)",3000.0,3004
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=559054085)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=591090441)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=623050855)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=654967666)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=687109232)",3000.0,3003
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=719435753)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=751422320)",3000.0,3000
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=783243166)",3000.0,3000
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=815638406)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=847663715)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=879177271)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=910955629)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=942982202)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659894, nanosec=974926922)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=7210652)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=39190017)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=71222472)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=103162842)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=135542044)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=167224659)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=199421555)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=231224212)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=263056578)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=295282564)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=327251157)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=359220759)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=391254502)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=423223934)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=454998824)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=486994774)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=519158578)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=551103106)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=583211932)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=615617024)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=647157931)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=679217953)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=711259439)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=743295218)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=775283797)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=807290308)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=839272407)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=871242423)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=903235847)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=935335552)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=967448848)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659895, nanosec=999514644)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=31441651)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=63534849)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=95170524)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=127032124)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=158986750)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=190942385)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=222684941)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=254928063)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=286755904)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=318614237)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=351101508)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=383100139)",3000.0,3001
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=415420894)",3000.0,3001
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=447371579)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=479256936)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=510960665)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=542897342)",3000.0,3001
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=575054733)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=606477830)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=639066949)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=671143724)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=702581864)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=734523635)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=766774533)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=799060232)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=830558624)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=862582453)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=895003492)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=927158021)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=959135231)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659896, nanosec=991097862)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=23136938)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=55183581)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=86877055)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=118954684)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=150958571)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=182988209)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=215046075)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=247079700)",3000.0,3001
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=280038701)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=311573268)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=343377628)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=375713051)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=407189910)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=439071219)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=471114469)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=503110025)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=535092246)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=567133678)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=599104867)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=631039006)",3000.0,3002
"builtin_interfaces.msg.Time(sec=1702659897, nanosec=663271113)",3000.0,3002
